timestamp,ip,port,open,service,banner
2025-10-04T17:04:35.387615,192.168.174.131,1,False,,
2025-10-04T17:04:35.387615,192.168.174.131,2,False,,
2025-10-04T17:04:35.387615,192.168.174.131,3,False,,
2025-10-04T17:04:35.387615,192.168.174.131,4,False,,
2025-10-04T17:04:35.387615,192.168.174.131,5,False,,
2025-10-04T17:04:35.387615,192.168.174.131,6,False,,
2025-10-04T17:04:35.387615,192.168.174.131,7,False,,
2025-10-04T17:04:35.387615,192.168.174.131,8,False,,
2025-10-04T17:04:35.387615,192.168.174.131,9,False,,
2025-10-04T17:04:35.387615,192.168.174.131,10,False,,
2025-10-04T17:04:35.387615,192.168.174.131,11,False,,
2025-10-04T17:04:35.387615,192.168.174.131,12,False,,
2025-10-04T17:04:35.387615,192.168.174.131,13,False,,
2025-10-04T17:04:35.387615,192.168.174.131,14,False,,
2025-10-04T17:04:35.387615,192.168.174.131,15,False,,
2025-10-04T17:04:35.387615,192.168.174.131,16,False,,
2025-10-04T17:04:35.387615,192.168.174.131,17,False,,
2025-10-04T17:04:35.387615,192.168.174.131,18,False,,
2025-10-04T17:04:35.387615,192.168.174.131,19,False,,
2025-10-04T17:04:35.387615,192.168.174.131,20,False,,
2025-10-04T17:04:35.387615,192.168.174.131,21,True,,220 (vsFTPd 2.3.4)
2025-10-04T17:04:35.387615,192.168.174.131,22,True,,SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1
2025-10-04T17:04:35.387615,192.168.174.131,23,True,, #'
2025-10-04T17:04:35.387615,192.168.174.131,24,False,,
2025-10-04T17:04:35.387615,192.168.174.131,25,True,,220 metasploitable.localdomain ESMTP Postfix (Ubuntu)
2025-10-04T17:04:35.387615,192.168.174.131,26,False,,
2025-10-04T17:04:35.387615,192.168.174.131,27,False,,
2025-10-04T17:04:35.387615,192.168.174.131,28,False,,
2025-10-04T17:04:35.387615,192.168.174.131,29,False,,
2025-10-04T17:04:35.387615,192.168.174.131,30,False,,
2025-10-04T17:04:35.387615,192.168.174.131,31,False,,
2025-10-04T17:04:35.387615,192.168.174.131,32,False,,
2025-10-04T17:04:35.387615,192.168.174.131,33,False,,
2025-10-04T17:04:35.387615,192.168.174.131,34,False,,
2025-10-04T17:04:35.387615,192.168.174.131,35,False,,
2025-10-04T17:04:35.387615,192.168.174.131,36,False,,
2025-10-04T17:04:35.387615,192.168.174.131,37,False,,
2025-10-04T17:04:35.387615,192.168.174.131,38,False,,
2025-10-04T17:04:35.387615,192.168.174.131,39,False,,
2025-10-04T17:04:35.387615,192.168.174.131,40,False,,
2025-10-04T17:04:35.387615,192.168.174.131,41,False,,
2025-10-04T17:04:35.387615,192.168.174.131,42,False,,
2025-10-04T17:04:35.387615,192.168.174.131,43,False,,
2025-10-04T17:04:35.387615,192.168.174.131,44,False,,
2025-10-04T17:04:35.387615,192.168.174.131,45,False,,
2025-10-04T17:04:35.387615,192.168.174.131,46,False,,
2025-10-04T17:04:35.387615,192.168.174.131,47,False,,
2025-10-04T17:04:35.387615,192.168.174.131,48,False,,
2025-10-04T17:04:35.387615,192.168.174.131,49,False,,
2025-10-04T17:04:35.387615,192.168.174.131,50,False,,
2025-10-04T17:04:35.387615,192.168.174.131,51,False,,
2025-10-04T17:04:35.387615,192.168.174.131,52,False,,
2025-10-04T17:04:35.387615,192.168.174.131,53,True,,
2025-10-04T17:04:35.387615,192.168.174.131,54,False,,
2025-10-04T17:04:35.387615,192.168.174.131,55,False,,
2025-10-04T17:04:35.387615,192.168.174.131,56,False,,
2025-10-04T17:04:35.387615,192.168.174.131,57,False,,
2025-10-04T17:04:35.387615,192.168.174.131,58,False,,
2025-10-04T17:04:35.387615,192.168.174.131,59,False,,
2025-10-04T17:04:35.387615,192.168.174.131,60,False,,
2025-10-04T17:04:35.387615,192.168.174.131,61,False,,
2025-10-04T17:04:35.387615,192.168.174.131,62,False,,
2025-10-04T17:04:35.387615,192.168.174.131,63,False,,
2025-10-04T17:04:35.387615,192.168.174.131,64,False,,
2025-10-04T17:04:35.387615,192.168.174.131,65,False,,
2025-10-04T17:04:35.387615,192.168.174.131,66,False,,
2025-10-04T17:04:35.387615,192.168.174.131,67,False,,
2025-10-04T17:04:35.387615,192.168.174.131,68,False,,
2025-10-04T17:04:35.387615,192.168.174.131,69,False,,
2025-10-04T17:04:35.387615,192.168.174.131,70,False,,
2025-10-04T17:04:35.387615,192.168.174.131,71,False,,
2025-10-04T17:04:35.387615,192.168.174.131,72,False,,
2025-10-04T17:04:35.387615,192.168.174.131,73,False,,
2025-10-04T17:04:35.387615,192.168.174.131,74,False,,
2025-10-04T17:04:35.387615,192.168.174.131,75,False,,
2025-10-04T17:04:35.387615,192.168.174.131,76,False,,
2025-10-04T17:04:35.387615,192.168.174.131,77,False,,
2025-10-04T17:04:35.387615,192.168.174.131,78,False,,
2025-10-04T17:04:35.387615,192.168.174.131,79,False,,
2025-10-04T17:04:35.387615,192.168.174.131,80,True,,
2025-10-04T17:04:35.387615,192.168.174.131,81,False,,
2025-10-04T17:04:35.387615,192.168.174.131,82,False,,
2025-10-04T17:04:35.387615,192.168.174.131,83,False,,
2025-10-04T17:04:35.387615,192.168.174.131,84,False,,
2025-10-04T17:04:35.387615,192.168.174.131,85,False,,
2025-10-04T17:04:35.387615,192.168.174.131,86,False,,
2025-10-04T17:04:35.387615,192.168.174.131,87,False,,
2025-10-04T17:04:35.387615,192.168.174.131,88,False,,
2025-10-04T17:04:35.387615,192.168.174.131,89,False,,
2025-10-04T17:04:35.387615,192.168.174.131,90,False,,
2025-10-04T17:04:35.387615,192.168.174.131,91,False,,
2025-10-04T17:04:35.387615,192.168.174.131,92,False,,
2025-10-04T17:04:35.387615,192.168.174.131,93,False,,
2025-10-04T17:04:35.387615,192.168.174.131,94,False,,
2025-10-04T17:04:35.387615,192.168.174.131,95,False,,
2025-10-04T17:04:35.387615,192.168.174.131,96,False,,
2025-10-04T17:04:35.387615,192.168.174.131,97,False,,
2025-10-04T17:04:35.387615,192.168.174.131,98,False,,
2025-10-04T17:04:35.387615,192.168.174.131,99,False,,
2025-10-04T17:04:35.387615,192.168.174.131,100,False,,
2025-10-04T17:04:35.387615,192.168.174.131,101,False,,
2025-10-04T17:04:35.387615,192.168.174.131,102,False,,
2025-10-04T17:04:35.387615,192.168.174.131,103,False,,
2025-10-04T17:04:35.387615,192.168.174.131,104,False,,
2025-10-04T17:04:35.387615,192.168.174.131,105,False,,
2025-10-04T17:04:35.387615,192.168.174.131,106,False,,
2025-10-04T17:04:35.387615,192.168.174.131,107,False,,
2025-10-04T17:04:35.387615,192.168.174.131,108,False,,
2025-10-04T17:04:35.387615,192.168.174.131,109,False,,
2025-10-04T17:04:35.387615,192.168.174.131,110,False,,
2025-10-04T17:04:35.387615,192.168.174.131,111,True,,
2025-10-04T17:04:35.387615,192.168.174.131,112,False,,
2025-10-04T17:04:35.387615,192.168.174.131,113,False,,
2025-10-04T17:04:35.387615,192.168.174.131,114,False,,
2025-10-04T17:04:35.387615,192.168.174.131,115,False,,
2025-10-04T17:04:35.387615,192.168.174.131,116,False,,
2025-10-04T17:04:35.387615,192.168.174.131,117,False,,
2025-10-04T17:04:35.387615,192.168.174.131,118,False,,
2025-10-04T17:04:35.387615,192.168.174.131,119,False,,
2025-10-04T17:04:35.387615,192.168.174.131,120,False,,
2025-10-04T17:04:35.387615,192.168.174.131,121,False,,
2025-10-04T17:04:35.387615,192.168.174.131,122,False,,
2025-10-04T17:04:35.387615,192.168.174.131,123,False,,
2025-10-04T17:04:35.387615,192.168.174.131,124,False,,
2025-10-04T17:04:35.387615,192.168.174.131,125,False,,
2025-10-04T17:04:35.387615,192.168.174.131,126,False,,
2025-10-04T17:04:35.387615,192.168.174.131,127,False,,
2025-10-04T17:04:35.387615,192.168.174.131,128,False,,
2025-10-04T17:04:35.387615,192.168.174.131,129,False,,
2025-10-04T17:04:35.387615,192.168.174.131,130,False,,
2025-10-04T17:04:35.387615,192.168.174.131,131,False,,
2025-10-04T17:04:35.387615,192.168.174.131,132,False,,
2025-10-04T17:04:35.387615,192.168.174.131,133,False,,
2025-10-04T17:04:35.387615,192.168.174.131,134,False,,
2025-10-04T17:04:35.387615,192.168.174.131,135,False,,
2025-10-04T17:04:35.387615,192.168.174.131,136,False,,
2025-10-04T17:04:35.387615,192.168.174.131,137,False,,
2025-10-04T17:04:35.387615,192.168.174.131,138,False,,
2025-10-04T17:04:35.387615,192.168.174.131,139,True,,
2025-10-04T17:04:35.387615,192.168.174.131,140,False,,
2025-10-04T17:04:35.387615,192.168.174.131,141,False,,
2025-10-04T17:04:35.387615,192.168.174.131,142,False,,
2025-10-04T17:04:35.387615,192.168.174.131,143,False,,
2025-10-04T17:04:35.387615,192.168.174.131,144,False,,
2025-10-04T17:04:35.387615,192.168.174.131,145,False,,
2025-10-04T17:04:35.387615,192.168.174.131,146,False,,
2025-10-04T17:04:35.387615,192.168.174.131,147,False,,
2025-10-04T17:04:35.387615,192.168.174.131,148,False,,
2025-10-04T17:04:35.387615,192.168.174.131,149,False,,
2025-10-04T17:04:35.387615,192.168.174.131,150,False,,
2025-10-04T17:04:35.387615,192.168.174.131,151,False,,
2025-10-04T17:04:35.387615,192.168.174.131,152,False,,
2025-10-04T17:04:35.387615,192.168.174.131,153,False,,
2025-10-04T17:04:35.387615,192.168.174.131,154,False,,
2025-10-04T17:04:35.387615,192.168.174.131,155,False,,
2025-10-04T17:04:35.387615,192.168.174.131,156,False,,
2025-10-04T17:04:35.387615,192.168.174.131,157,False,,
2025-10-04T17:04:35.387615,192.168.174.131,158,False,,
2025-10-04T17:04:35.387615,192.168.174.131,159,False,,
2025-10-04T17:04:35.387615,192.168.174.131,160,False,,
2025-10-04T17:04:35.387615,192.168.174.131,161,False,,
2025-10-04T17:04:35.387615,192.168.174.131,162,False,,
2025-10-04T17:04:35.387615,192.168.174.131,163,False,,
2025-10-04T17:04:35.387615,192.168.174.131,164,False,,
2025-10-04T17:04:35.387615,192.168.174.131,165,False,,
2025-10-04T17:04:35.387615,192.168.174.131,166,False,,
2025-10-04T17:04:35.387615,192.168.174.131,167,False,,
2025-10-04T17:04:35.387615,192.168.174.131,168,False,,
2025-10-04T17:04:35.387615,192.168.174.131,169,False,,
2025-10-04T17:04:35.387615,192.168.174.131,170,False,,
2025-10-04T17:04:35.387615,192.168.174.131,171,False,,
2025-10-04T17:04:35.387615,192.168.174.131,172,False,,
2025-10-04T17:04:35.387615,192.168.174.131,173,False,,
2025-10-04T17:04:35.387615,192.168.174.131,174,False,,
2025-10-04T17:04:35.387615,192.168.174.131,175,False,,
2025-10-04T17:04:35.387615,192.168.174.131,176,False,,
2025-10-04T17:04:35.387615,192.168.174.131,177,False,,
2025-10-04T17:04:35.387615,192.168.174.131,178,False,,
2025-10-04T17:04:35.387615,192.168.174.131,179,False,,
2025-10-04T17:04:35.387615,192.168.174.131,180,False,,
2025-10-04T17:04:35.387615,192.168.174.131,181,False,,
2025-10-04T17:04:35.387615,192.168.174.131,182,False,,
2025-10-04T17:04:35.387615,192.168.174.131,183,False,,
2025-10-04T17:04:35.387615,192.168.174.131,184,False,,
2025-10-04T17:04:35.387615,192.168.174.131,185,False,,
2025-10-04T17:04:35.387615,192.168.174.131,186,False,,
2025-10-04T17:04:35.387615,192.168.174.131,187,False,,
2025-10-04T17:04:35.387615,192.168.174.131,188,False,,
2025-10-04T17:04:35.387615,192.168.174.131,189,False,,
2025-10-04T17:04:35.387615,192.168.174.131,190,False,,
2025-10-04T17:04:35.387615,192.168.174.131,191,False,,
2025-10-04T17:04:35.387615,192.168.174.131,192,False,,
2025-10-04T17:04:35.387615,192.168.174.131,193,False,,
2025-10-04T17:04:35.387615,192.168.174.131,194,False,,
2025-10-04T17:04:35.387615,192.168.174.131,195,False,,
2025-10-04T17:04:35.387615,192.168.174.131,196,False,,
2025-10-04T17:04:35.387615,192.168.174.131,197,False,,
2025-10-04T17:04:35.387615,192.168.174.131,198,False,,
2025-10-04T17:04:35.387615,192.168.174.131,199,False,,
2025-10-04T17:04:35.387615,192.168.174.131,200,False,,
2025-10-04T17:04:35.387615,192.168.174.131,201,False,,
2025-10-04T17:04:35.387615,192.168.174.131,202,False,,
2025-10-04T17:04:35.387615,192.168.174.131,203,False,,
2025-10-04T17:04:35.387615,192.168.174.131,204,False,,
2025-10-04T17:04:35.387615,192.168.174.131,205,False,,
2025-10-04T17:04:35.387615,192.168.174.131,206,False,,
2025-10-04T17:04:35.387615,192.168.174.131,207,False,,
2025-10-04T17:04:35.387615,192.168.174.131,208,False,,
2025-10-04T17:04:35.387615,192.168.174.131,209,False,,
2025-10-04T17:04:35.387615,192.168.174.131,210,False,,
2025-10-04T17:04:35.387615,192.168.174.131,211,False,,
2025-10-04T17:04:35.387615,192.168.174.131,212,False,,
2025-10-04T17:04:35.387615,192.168.174.131,213,False,,
2025-10-04T17:04:35.387615,192.168.174.131,214,False,,
2025-10-04T17:04:35.387615,192.168.174.131,215,False,,
2025-10-04T17:04:35.387615,192.168.174.131,216,False,,
2025-10-04T17:04:35.387615,192.168.174.131,217,False,,
2025-10-04T17:04:35.387615,192.168.174.131,218,False,,
2025-10-04T17:04:35.387615,192.168.174.131,219,False,,
2025-10-04T17:04:35.387615,192.168.174.131,220,False,,
2025-10-04T17:04:35.387615,192.168.174.131,221,False,,
2025-10-04T17:04:35.387615,192.168.174.131,222,False,,
2025-10-04T17:04:35.387615,192.168.174.131,223,False,,
2025-10-04T17:04:35.387615,192.168.174.131,224,False,,
2025-10-04T17:04:35.387615,192.168.174.131,225,False,,
2025-10-04T17:04:35.387615,192.168.174.131,226,False,,
2025-10-04T17:04:35.387615,192.168.174.131,227,False,,
2025-10-04T17:04:35.387615,192.168.174.131,228,False,,
2025-10-04T17:04:35.387615,192.168.174.131,229,False,,
2025-10-04T17:04:35.387615,192.168.174.131,230,False,,
2025-10-04T17:04:35.387615,192.168.174.131,231,False,,
2025-10-04T17:04:35.387615,192.168.174.131,232,False,,
2025-10-04T17:04:35.387615,192.168.174.131,233,False,,
2025-10-04T17:04:35.387615,192.168.174.131,234,False,,
2025-10-04T17:04:35.387615,192.168.174.131,235,False,,
2025-10-04T17:04:35.387615,192.168.174.131,236,False,,
2025-10-04T17:04:35.387615,192.168.174.131,237,False,,
2025-10-04T17:04:35.387615,192.168.174.131,238,False,,
2025-10-04T17:04:35.387615,192.168.174.131,239,False,,
2025-10-04T17:04:35.387615,192.168.174.131,240,False,,
2025-10-04T17:04:35.387615,192.168.174.131,241,False,,
2025-10-04T17:04:35.387615,192.168.174.131,242,False,,
2025-10-04T17:04:35.387615,192.168.174.131,243,False,,
2025-10-04T17:04:35.387615,192.168.174.131,244,False,,
2025-10-04T17:04:35.387615,192.168.174.131,245,False,,
2025-10-04T17:04:35.387615,192.168.174.131,246,False,,
2025-10-04T17:04:35.387615,192.168.174.131,247,False,,
2025-10-04T17:04:35.387615,192.168.174.131,248,False,,
2025-10-04T17:04:35.387615,192.168.174.131,249,False,,
2025-10-04T17:04:35.387615,192.168.174.131,250,False,,
2025-10-04T17:04:35.387615,192.168.174.131,251,False,,
2025-10-04T17:04:35.387615,192.168.174.131,252,False,,
2025-10-04T17:04:35.387615,192.168.174.131,253,False,,
2025-10-04T17:04:35.387615,192.168.174.131,254,False,,
2025-10-04T17:04:35.387615,192.168.174.131,255,False,,
2025-10-04T17:04:35.387615,192.168.174.131,256,False,,
2025-10-04T17:04:35.387615,192.168.174.131,257,False,,
2025-10-04T17:04:35.387615,192.168.174.131,258,False,,
2025-10-04T17:04:35.387615,192.168.174.131,259,False,,
2025-10-04T17:04:35.387615,192.168.174.131,260,False,,
2025-10-04T17:04:35.387615,192.168.174.131,261,False,,
2025-10-04T17:04:35.387615,192.168.174.131,262,False,,
2025-10-04T17:04:35.387615,192.168.174.131,263,False,,
2025-10-04T17:04:35.387615,192.168.174.131,264,False,,
2025-10-04T17:04:35.387615,192.168.174.131,265,False,,
2025-10-04T17:04:35.387615,192.168.174.131,266,False,,
2025-10-04T17:04:35.387615,192.168.174.131,267,False,,
2025-10-04T17:04:35.387615,192.168.174.131,268,False,,
2025-10-04T17:04:35.387615,192.168.174.131,269,False,,
2025-10-04T17:04:35.387615,192.168.174.131,270,False,,
2025-10-04T17:04:35.387615,192.168.174.131,271,False,,
2025-10-04T17:04:35.387615,192.168.174.131,272,False,,
2025-10-04T17:04:35.387615,192.168.174.131,273,False,,
2025-10-04T17:04:35.387615,192.168.174.131,274,False,,
2025-10-04T17:04:35.387615,192.168.174.131,275,False,,
2025-10-04T17:04:35.387615,192.168.174.131,276,False,,
2025-10-04T17:04:35.387615,192.168.174.131,277,False,,
2025-10-04T17:04:35.387615,192.168.174.131,278,False,,
2025-10-04T17:04:35.387615,192.168.174.131,279,False,,
2025-10-04T17:04:35.387615,192.168.174.131,280,False,,
2025-10-04T17:04:35.387615,192.168.174.131,281,False,,
2025-10-04T17:04:35.387615,192.168.174.131,282,False,,
2025-10-04T17:04:35.387615,192.168.174.131,283,False,,
2025-10-04T17:04:35.387615,192.168.174.131,284,False,,
2025-10-04T17:04:35.387615,192.168.174.131,285,False,,
2025-10-04T17:04:35.387615,192.168.174.131,286,False,,
2025-10-04T17:04:35.387615,192.168.174.131,287,False,,
2025-10-04T17:04:35.387615,192.168.174.131,288,False,,
2025-10-04T17:04:35.387615,192.168.174.131,289,False,,
2025-10-04T17:04:35.387615,192.168.174.131,290,False,,
2025-10-04T17:04:35.387615,192.168.174.131,291,False,,
2025-10-04T17:04:35.387615,192.168.174.131,292,False,,
2025-10-04T17:04:35.387615,192.168.174.131,293,False,,
2025-10-04T17:04:35.387615,192.168.174.131,294,False,,
2025-10-04T17:04:35.387615,192.168.174.131,295,False,,
2025-10-04T17:04:35.387615,192.168.174.131,296,False,,
2025-10-04T17:04:35.387615,192.168.174.131,297,False,,
2025-10-04T17:04:35.387615,192.168.174.131,298,False,,
2025-10-04T17:04:35.387615,192.168.174.131,299,False,,
2025-10-04T17:04:35.387615,192.168.174.131,300,False,,
2025-10-04T17:04:35.387615,192.168.174.131,301,False,,
2025-10-04T17:04:35.387615,192.168.174.131,302,False,,
2025-10-04T17:04:35.387615,192.168.174.131,303,False,,
2025-10-04T17:04:35.387615,192.168.174.131,304,False,,
2025-10-04T17:04:35.387615,192.168.174.131,305,False,,
2025-10-04T17:04:35.387615,192.168.174.131,306,False,,
2025-10-04T17:04:35.387615,192.168.174.131,307,False,,
2025-10-04T17:04:35.387615,192.168.174.131,308,False,,
2025-10-04T17:04:35.387615,192.168.174.131,309,False,,
2025-10-04T17:04:35.387615,192.168.174.131,310,False,,
2025-10-04T17:04:35.387615,192.168.174.131,311,False,,
2025-10-04T17:04:35.387615,192.168.174.131,312,False,,
2025-10-04T17:04:35.387615,192.168.174.131,313,False,,
2025-10-04T17:04:35.387615,192.168.174.131,314,False,,
2025-10-04T17:04:35.387615,192.168.174.131,315,False,,
2025-10-04T17:04:35.387615,192.168.174.131,316,False,,
2025-10-04T17:04:35.387615,192.168.174.131,317,False,,
2025-10-04T17:04:35.387615,192.168.174.131,318,False,,
2025-10-04T17:04:35.387615,192.168.174.131,319,False,,
2025-10-04T17:04:35.387615,192.168.174.131,320,False,,
2025-10-04T17:04:35.387615,192.168.174.131,321,False,,
2025-10-04T17:04:35.387615,192.168.174.131,322,False,,
2025-10-04T17:04:35.387615,192.168.174.131,323,False,,
2025-10-04T17:04:35.387615,192.168.174.131,324,False,,
2025-10-04T17:04:35.387615,192.168.174.131,325,False,,
2025-10-04T17:04:35.387615,192.168.174.131,326,False,,
2025-10-04T17:04:35.387615,192.168.174.131,327,False,,
2025-10-04T17:04:35.387615,192.168.174.131,328,False,,
2025-10-04T17:04:35.387615,192.168.174.131,329,False,,
2025-10-04T17:04:35.387615,192.168.174.131,330,False,,
2025-10-04T17:04:35.387615,192.168.174.131,331,False,,
2025-10-04T17:04:35.387615,192.168.174.131,332,False,,
2025-10-04T17:04:35.387615,192.168.174.131,333,False,,
